claim_id,estimate_id,estimate_date,estimate_source,third_party_id,estimate_type,estimate_amount,building_amount,contents_amount,other_structures_amount,loss_of_use_amount,estimate_status,estimate_description
CLM00329,EST0000878,2024-10-07,Carrier,,Initial,12700,9987,532,173,2008,Superseded,Initial carrier estimate following inspection and scope review.
CLM00329,EST0000879,2024-10-18,Plumber,TP00038,Plumber Estimate,28800,23364,2967,40,2429,Partially Accepted,Estimate submitted by involved plumber.
CLM00329,EST0000880,2024-11-12,Carrier,TP00038,Revised,33500,30097,3181,1746,0,Under Review,Supplemental estimate received with additional repair line items.
CLM00329,EST0000881,2025-01-07,Plumber,,Supplement,36200,26618,2781,2676,4125,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00330,EST0000882,2023-05-24,Carrier,,Initial,3400,2523,332,47,498,Superseded,Initial carrier estimate following inspection and scope review.
CLM00330,EST0000883,2023-05-22,General Contractor,TP00050,General Contractor Estimate,6000,5088,404,452,56,Partially Accepted,Estimate submitted by involved general contractor.
CLM00330,EST0000884,2023-08-03,Carrier,,Supplement,7400,5467,776,443,714,Under Review,Supplemental estimate received with additional repair line items.
CLM00330,EST0000885,2023-08-27,General Contractor,TP00050,Revised,9200,7184,979,497,540,Under Review,Updated estimate following reinspection and documentation review.
CLM00330,EST0000886,2023-08-14,General Contractor,,Revised,9800,7187,379,208,2026,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00331,EST0000887,2024-06-27,Carrier,,Initial,26200,23467,810,1309,614,Superseded,Initial carrier estimate following inspection and scope review.
CLM00331,EST0000888,2024-07-05,General Contractor,TP00051,General Contractor Estimate,32200,28627,3251,2561,0,Partially Accepted,Estimate submitted by involved general contractor.
CLM00332,EST0000889,2023-10-15,Carrier,,Initial,21100,17393,822,1264,1621,Superseded,Initial carrier estimate following inspection and scope review.
CLM00332,EST0000890,2023-10-16,Roofer,TP00027,Roofer Estimate,23000,17155,2726,1023,2096,Partially Accepted,Estimate submitted by involved roofer.
CLM00332,EST0000891,2024-01-19,Carrier,,Supplement,27300,19690,3049,208,4353,Under Review,Revised estimate created following scope reconciliation.
CLM00332,EST0000892,2024-01-01,General Contractor,TP00027,Revised,30900,26682,2187,867,1164,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00333,EST0000893,2023-04-20,Carrier,,Initial,15000,10965,434,1175,2426,Final,Initial carrier estimate following inspection and scope review.
CLM00333,EST0000894,2023-04-23,Roofer,TP00035,Roofer Estimate,15100,12291,693,525,1591,Under Review,Estimate submitted by involved roofer.
CLM00334,EST0000895,2023-06-14,Carrier,,Initial,25400,22134,1566,1408,292,Superseded,Initial carrier estimate following inspection and scope review.
CLM00334,EST0000896,2023-06-24,General Contractor,TP00052,General Contractor Estimate,27800,22604,2257,789,2150,Partially Accepted,Estimate submitted by involved general contractor.
CLM00334,EST0000897,2023-08-14,Carrier,TP00052,Supplement,31900,25874,1214,648,4164,Under Review,Revised estimate created following scope reconciliation.
CLM00334,EST0000898,2023-08-24,Carrier,,Revised,33600,27327,3499,2572,202,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00335,EST0000899,2022-02-18,Carrier,,Initial,38900,28840,2084,1141,6835,Final,Initial carrier estimate following inspection and scope review.
CLM00335,EST0000900,2022-03-03,Plumber,TP00040,Plumber Estimate,45700,34312,4095,255,7038,Under Review,Estimate submitted by involved plumber.
CLM00336,EST0000901,2022-03-16,Carrier,,Initial,7900,6757,398,609,136,Superseded,Initial carrier estimate following inspection and scope review.
CLM00336,EST0000902,2022-03-23,Plumber,TP00039,Plumber Estimate,8100,5955,883,225,1037,Partially Accepted,Estimate submitted by involved plumber.
CLM00336,EST0000903,2022-04-07,Public Adjuster,TP00066,Public Adjuster Estimate,11000,8293,1167,561,979,Partially Accepted,Estimate package submitted by public adjuster.
CLM00336,EST0000904,2022-04-19,Carrier,,Supplement,13100,9522,948,1019,1611,Under Review,Supplemental estimate received with additional repair line items.
CLM00336,EST0000905,2022-05-17,Plumber,,Supplement,14600,11535,1445,608,1012,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00337,EST0000906,2024-10-03,Carrier,,Initial,16500,13409,1009,227,1855,Final,Initial carrier estimate following inspection and scope review.
CLM00337,EST0000907,2024-10-16,Plumber,TP00038,Plumber Estimate,15600,11578,1648,1037,1337,Under Review,Estimate submitted by involved plumber.
CLM00338,EST0000908,2024-10-28,Carrier,,Initial,37400,29455,3350,570,4025,Final,Initial carrier estimate following inspection and scope review.
CLM00338,EST0000909,2024-11-05,Roofer,TP00037,Roofer Estimate,51100,42516,1870,3615,3099,Under Review,Estimate submitted by involved roofer.
CLM00338,EST0000910,2024-11-17,Public Adjuster,TP00069,Public Adjuster Estimate,46600,37238,5574,1422,2366,Partially Accepted,Estimate package submitted by public adjuster.
CLM00339,EST0000911,2025-03-16,Carrier,,Initial,48000,34831,3489,911,8769,Superseded,Initial carrier estimate following inspection and scope review.
CLM00339,EST0000912,2025-04-07,Roofer,TP00028,Roofer Estimate,109500,94475,3823,2965,8237,Partially Accepted,Estimate submitted by involved roofer.
CLM00340,EST0000913,2023-10-05,Carrier,,Initial,9800,8120,1090,764,0,Superseded,Initial carrier estimate following inspection and scope review.
CLM00340,EST0000914,2023-10-17,General Contractor,TP00049,General Contractor Estimate,10000,8798,878,413,0,Partially Accepted,Estimate submitted by involved general contractor.
CLM00341,EST0000915,2024-10-20,Carrier,,Initial,8300,7172,414,589,125,Final,Initial carrier estimate following inspection and scope review.
CLM00341,EST0000916,2024-11-01,Roofer,TP00029,Roofer Estimate,19000,16008,1710,1384,0,Under Review,Estimate submitted by involved roofer.
CLM00342,EST0000917,2024-01-06,Carrier,,Initial,20900,17231,1318,1303,1048,Final,Initial carrier estimate following inspection and scope review.
CLM00343,EST0000918,2023-01-27,Carrier,,Initial,28900,25032,1889,693,1286,Final,Initial carrier estimate following inspection and scope review.
CLM00344,EST0000919,2024-04-19,Carrier,,Initial,43700,33523,3792,2913,3472,Superseded,Initial carrier estimate following inspection and scope review.
CLM00344,EST0000920,2024-04-30,Roofer,TP00028,Roofer Estimate,78800,62614,7609,4122,4455,Partially Accepted,Estimate submitted by involved roofer.
CLM00344,EST0000921,2024-05-23,Roofer,TP00028,Supplement,90800,68179,8446,6968,7207,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00345,EST0000922,2024-09-14,Carrier,,Initial,6700,5818,476,492,0,Superseded,Initial carrier estimate following inspection and scope review.
CLM00345,EST0000923,2024-10-01,Plumber,TP00047,Plumber Estimate,8200,7373,949,138,0,Partially Accepted,Estimate submitted by involved plumber.
CLM00345,EST0000924,2024-11-29,Plumber,TP00047,Revised,8900,6930,1036,492,442,Under Review,Revised estimate created following scope reconciliation.
CLM00345,EST0000925,2024-12-23,General Contractor,TP00047,Supplement,10000,8069,313,600,1018,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00346,EST0000926,2023-07-04,Carrier,,Initial,16700,14637,785,606,672,Superseded,Initial carrier estimate following inspection and scope review.
CLM00346,EST0000927,2023-07-04,Roofer,TP00032,Roofer Estimate,19600,14950,2108,419,2123,Partially Accepted,Estimate submitted by involved roofer.
CLM00346,EST0000928,2023-09-11,Roofer,TP00032,Supplement,24500,20597,2271,171,1461,Under Review,Updated estimate following reinspection and documentation review.
CLM00346,EST0000929,2023-08-26,Carrier,TP00032,Revised,25900,20696,802,1813,2589,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00347,EST0000930,2024-10-12,Carrier,,Initial,30700,23231,1288,136,6045,Superseded,Initial carrier estimate following inspection and scope review.
CLM00347,EST0000931,2024-11-04,Roofer,TP00032,Roofer Estimate,29300,26035,2901,2106,0,Partially Accepted,Estimate submitted by involved roofer.
CLM00347,EST0000932,2024-10-26,Public Adjuster,TP00066,Public Adjuster Estimate,44300,38759,1145,1707,2689,Partially Accepted,Estimate package submitted by public adjuster.
CLM00348,EST0000933,2024-10-23,Carrier,,Initial,14700,12268,1533,810,89,Final,Initial carrier estimate following inspection and scope review.
CLM00348,EST0000934,2024-11-01,Plumber,TP00040,Plumber Estimate,17000,12855,1473,420,2252,Under Review,Estimate submitted by involved plumber.
CLM00348,EST0000935,2024-11-02,Public Adjuster,TP00071,Public Adjuster Estimate,22100,19258,847,1015,980,Partially Accepted,Estimate package submitted by public adjuster.
CLM00349,EST0000936,2022-10-21,Carrier,,Initial,20700,17840,466,1258,1136,Final,Initial carrier estimate following inspection and scope review.
CLM00349,EST0000937,2022-10-30,Roofer,TP00026,Roofer Estimate,26900,22896,3177,812,15,Under Review,Estimate submitted by involved roofer.
CLM00350,EST0000938,2024-11-06,Carrier,,Initial,45100,38852,3755,3398,0,Superseded,Initial carrier estimate following inspection and scope review.
CLM00350,EST0000939,2024-11-23,Roofer,TP00036,Roofer Estimate,52200,39938,3738,1577,6947,Partially Accepted,Estimate submitted by involved roofer.
CLM00350,EST0000940,2025-01-06,Carrier,,Supplement,59700,49850,4564,1245,4041,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00351,EST0000941,2022-01-27,Carrier,,Initial,22500,17603,1381,788,2728,Final,Initial carrier estimate following inspection and scope review.
CLM00351,EST0000942,2022-01-29,General Contractor,TP00057,General Contractor Estimate,21200,17798,1880,1341,181,Under Review,Estimate submitted by involved general contractor.
CLM00352,EST0000943,2024-01-17,Carrier,,Initial,39700,30507,2521,2930,3742,Final,Initial carrier estimate following inspection and scope review.
CLM00352,EST0000944,2024-01-25,Plumber,TP00042,Plumber Estimate,42200,33047,1266,2622,5265,Under Review,Estimate submitted by involved plumber.
CLM00352,EST0000945,2024-01-19,Public Adjuster,TP00067,Public Adjuster Estimate,53400,43242,4326,77,5755,Under Review,Estimate package submitted by public adjuster.
CLM00353,EST0000946,2023-05-27,Carrier,,Initial,3400,2478,367,254,301,Superseded,Initial carrier estimate following inspection and scope review.
CLM00353,EST0000947,2023-06-05,General Contractor,TP00052,General Contractor Estimate,3200,2546,189,189,276,Partially Accepted,Estimate submitted by involved general contractor.
CLM00353,EST0000948,2023-06-14,Public Adjuster,TP00066,Public Adjuster Estimate,4800,4011,97,304,388,Accepted,Estimate package submitted by public adjuster.
CLM00353,EST0000949,2023-06-30,General Contractor,,Supplement,5600,4863,271,344,122,Under Review,Updated estimate following reinspection and documentation review.
CLM00353,EST0000950,2023-09-06,Carrier,,Supplement,6700,5282,514,394,510,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00354,EST0000951,2025-05-19,Carrier,,Initial,21300,17731,738,1035,1796,Superseded,Initial carrier estimate following inspection and scope review.
CLM00354,EST0000952,2025-06-02,Roofer,TP00037,Roofer Estimate,25300,19774,1629,1850,2047,Partially Accepted,Estimate submitted by involved roofer.
CLM00354,EST0000953,2025-07-09,General Contractor,TP00037,Revised,29700,21996,2196,405,5103,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00355,EST0000954,2024-03-04,Carrier,,Initial,32100,23482,1522,1898,5198,Superseded,Initial carrier estimate following inspection and scope review.
CLM00355,EST0000955,2024-03-25,Roofer,TP00030,Roofer Estimate,39400,29620,3421,2061,4298,Partially Accepted,Estimate submitted by involved roofer.
CLM00356,EST0000956,2024-10-28,Carrier,,Initial,36700,30959,974,1455,3312,Superseded,Initial carrier estimate following inspection and scope review.
CLM00356,EST0000957,2024-11-14,Roofer,TP00036,Roofer Estimate,40100,34919,869,2321,1991,Partially Accepted,Estimate submitted by involved roofer.
CLM00356,EST0000958,2024-12-24,Carrier,,Supplement,48500,41774,1068,2659,2999,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00357,EST0000959,2024-12-01,Carrier,,Initial,4300,3787,402,317,0,Final,Initial carrier estimate following inspection and scope review.
CLM00357,EST0000960,2024-12-06,General Contractor,TP00048,General Contractor Estimate,5800,4177,239,237,1147,Under Review,Estimate submitted by involved general contractor.
CLM00358,EST0000961,2025-02-07,Carrier,,Initial,21500,18323,2272,1091,0,Superseded,Initial carrier estimate following inspection and scope review.
CLM00358,EST0000962,2025-02-22,General Contractor,TP00055,General Contractor Estimate,38700,34555,2775,1286,84,Partially Accepted,Estimate submitted by involved general contractor.
CLM00358,EST0000963,2025-05-15,General Contractor,TP00055,Revised,41600,31977,4611,510,4502,Under Review,Revised estimate created following scope reconciliation.
CLM00358,EST0000964,2025-04-04,General Contractor,,Supplement,50200,39508,2770,3435,4487,Under Review,Supplemental estimate received with additional repair line items.
CLM00358,EST0000965,2025-03-21,General Contractor,,Revised,52400,41811,5236,1121,4232,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00359,EST0000966,2022-10-22,Carrier,,Initial,27400,21226,3137,323,2714,Final,Initial carrier estimate following inspection and scope review.
CLM00360,EST0000967,2024-07-08,Carrier,,Initial,17900,13922,382,1357,2239,Final,Initial carrier estimate following inspection and scope review.
CLM00360,EST0000968,2024-07-22,Roofer,TP00036,Roofer Estimate,24800,19305,2880,729,1886,Under Review,Estimate submitted by involved roofer.
CLM00361,EST0000969,2023-07-13,Carrier,,Initial,18100,13362,1143,3,3592,Superseded,Initial carrier estimate following inspection and scope review.
CLM00361,EST0000970,2023-07-26,Roofer,TP00034,Roofer Estimate,17100,14475,484,420,1721,Partially Accepted,Estimate submitted by involved roofer.
CLM00361,EST0000971,2023-07-24,Public Adjuster,TP00069,Public Adjuster Estimate,27100,22555,2353,924,1268,Under Review,Estimate package submitted by public adjuster.
