claim_id,note_id,note_date,record_type,note_type,author_role,event_type,correspondence_type,sender_type,sender_id,recipient_type,recipient_id,subject,related_third_party_id,note_text
CLM00186,NOTE00008560,2024-07-15 09:00:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00186,NOTE00008524,2024-07-15 16:10:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment calculation completed for the currently accepted scope and applicable policy terms.
CLM00186,NOTE00008530,2024-07-16 15:20:00,Event,Inspection,System,Inspection Scheduled,,,,,,,,Reinspection or supplemental field review scheduled to address disputed scope items.
CLM00186,NOTE00008582,2024-07-17 16:10:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00186,NOTE00008553,2024-07-18 08:50:00,Note,Legal,Internal Legal,,,,,,,,,Legal diary reviewed and outstanding litigation-related claim-file items documented.
CLM00186,NOTE00008526,2024-07-18 11:30:00,Event,Estimate,System,Supplement Received,,,,,,,,Supplemental estimate or additional scope documentation received for review.
CLM00186,NOTE00008563,2024-07-18 13:20:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00186,NOTE00008525,2024-07-19 14:50:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Claim Adjuster,,Customer,,Claim payment/status update,,Updated the insured regarding the current valuation and payment position and explained remaining steps.
CLM00186,NOTE00008529,2024-07-21 08:30:00,Event,Complaint,System,Complaint Received,,,,,,,,Complaint recorded and management review initiated.
CLM00186,NOTE00008555,2024-07-25 09:15:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Third Party,,Customer,,Next steps,,Status update provided regarding supplement or reinspection review.
CLM00186,NOTE00008571,2024-07-26 10:45:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Customer,,Claims Manager,,Estimate review,,Customer provided an update regarding payment status and remaining items.
CLM00186,NOTE00008549,2024-08-19 16:45:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00186,NOTE00008538,2024-08-20 13:10:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00186,NOTE00008531,2024-08-22 09:50:00,Event,Legal,System,Litigation Notice,,,,,,,,Litigation notice received and claim referred to the litigation management workflow.
CLM00186,NOTE00008545,2024-08-22 10:15:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00186,NOTE00008532,2024-08-25 12:30:00,Note,Legal,Internal Legal,,,,,,,,,"Litigation file opened. Claim chronology, estimates, correspondence, coverage analysis and third-party records compiled for counsel review."
CLM00186,NOTE00008551,2024-08-26 10:50:00,Note,Estimate,Claim Adjuster,,,,,,,,,Supplemental scope and pricing differences reviewed.
CLM00186,NOTE00008536,2024-08-27 15:00:00,Correspondence,Third Party,Claim Adjuster,,Email,Third Party,,Claims Manager,,Claim status,,Third-party documentation received and added to the electronic claim file.
CLM00186,NOTE00008533,2024-08-31 13:00:00,Correspondence,Legal,Internal Legal,,Email,Internal Legal,,Attorney,,Litigation file coordination,,Initial litigation coordination completed with assigned counsel. Outstanding discovery and claim-file items identified.
CLM00186,NOTE00008540,2024-09-01 11:10:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00186,NOTE00008580,2024-09-03 09:15:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00186,NOTE00008567,2024-09-05 16:50:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00186,NOTE00008568,2024-09-13 11:00:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00186,NOTE00008562,2024-09-19 08:20:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00186,NOTE00008576,2024-09-23 11:15:00,Correspondence,Third Party,Claim Adjuster,,Phone Call,Claim Adjuster,,Claim Adjuster,,Estimate review,,Third-party documentation received and added to the electronic claim file.
CLM00186,NOTE00008565,2024-09-23 12:00:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Claim Adjuster,,Customer,,Documentation follow-up,,Status update provided regarding supplement or reinspection review.
CLM00186,NOTE00008552,2024-09-25 11:15:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00186,NOTE00008564,2024-09-26 11:10:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00186,NOTE00008579,2024-10-04 09:15:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00186,NOTE00008575,2024-10-04 11:20:00,Note,Manager Review,Claims Manager,,,,,,,,,Claim and litigation status reviewed with legal handling team.
CLM00186,NOTE00008583,2024-10-05 09:15:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00186,NOTE00008554,2024-10-06 17:30:00,Note,Legal,Internal Legal,,,,,,,,,Legal diary reviewed and outstanding litigation-related claim-file items documented.
CLM00186,NOTE00008537,2024-10-09 17:50:00,Note,Estimate,Claim Adjuster,,,,,,,,,Supplemental scope and pricing differences reviewed.
CLM00186,NOTE00008574,2024-10-14 16:45:00,Note,Legal,Internal Legal,,,,,,,,,Legal diary reviewed and outstanding litigation-related claim-file items documented.
CLM00186,NOTE00008558,2024-10-16 10:30:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00186,NOTE00008581,2024-10-17 15:50:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Customer,,Claim Adjuster,,Next steps,,Status contact completed with the insured and next steps reviewed.
CLM00186,NOTE00008559,2024-10-19 11:30:00,Note,Estimate,Claim Adjuster,,,,,,,,,Supplemental scope and pricing differences reviewed.
CLM00186,NOTE00008569,2024-10-25 13:50:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00186,NOTE00008539,2024-10-27 12:10:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00186,NOTE00008556,2024-10-29 10:00:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00186,NOTE00008547,2024-11-01 11:45:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00186,NOTE00008578,2024-11-04 14:40:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00186,NOTE00008570,2024-11-06 17:30:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00186,NOTE00008584,2024-11-09 09:30:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00186,NOTE00008542,2024-11-09 11:00:00,Note,Legal,Internal Legal,,,,,,,,,"Litigation management remains active. Counsel coordination, claim-file review and outstanding litigation-related items continue."
CLM00187,NOTE00008586,2025-08-11 08:15:00,Event,Claim Handling,System,Claim Assigned,,,,,,,,Claim assigned to the property claims queue for initial triage and adjuster assignment.
CLM00187,NOTE00008595,2025-08-11 08:20:00,Event,Third Party,System,Third Party Added,,,,,,,TP00019,Mitigation Company added to the claim: Everglade Loss Mitigation.
CLM00187,NOTE00008585,2025-08-11 12:10:00,Event,Claim Handling,System,FNOL,,,,,,,,First Notice of Loss received for reported water damage. Date of loss reported as 2025-08-02.
CLM00187,NOTE00008587,2025-08-12 08:00:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Initial claim contact,,"Initial call with policyholder completed. Confirmed reported cause of loss and discussed photographs, repair documentation and inspection expectations."
CLM00187,NOTE00008624,2025-08-12 10:00:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00187,NOTE00008637,2025-08-12 17:45:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00187,NOTE00008588,2025-08-13 15:15:00,Correspondence,Document Request,Claim Adjuster,,Email,Claim Adjuster,,Customer,,Supporting claim documentation,,"Requested available photographs, invoices, repair proposals and any emergency-service documentation."
CLM00187,NOTE00008639,2025-08-15 10:20:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00187,NOTE00008619,2025-08-17 17:50:00,Note,Manager Review,Claims Manager,,,,,,,,,"Escalated file reviewed for unresolved scope, communication and documentation issues."
CLM00187,NOTE00008621,2025-08-18 11:50:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00187,NOTE00008589,2025-08-24 13:40:00,Event,Inspection,System,Inspection Scheduled,,,,,,,,Property inspection scheduled and inspection assignment confirmed.
CLM00187,NOTE00008590,2025-08-26 11:05:00,Event,Inspection,System,Inspection Completed,,,,,,,,"Field inspection completed. Damage areas, condition of affected components and reported cause of loss were documented."
CLM00187,NOTE00008592,2025-08-26 17:00:00,Event,Third Party,System,Third Party Added,,,,,,,TP00081,Inspector added to the claim: HomeScope Inspections.
CLM00187,NOTE00008591,2025-08-27 14:05:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and field observations uploaded. Scope review to follow.
CLM00187,NOTE00008601,2025-08-27 15:15:00,Event,Third Party,System,Third Party Added,,,,,,,TP00038,Plumber added to the claim: Atlantic Pipe & Drain.
CLM00187,NOTE00008593,2025-08-28 10:10:00,Event,Third Party,System,Third Party Added,,,,,,,TP00039,Plumber added to the claim: Sunstate Plumbing Services.
CLM00187,NOTE00008602,2025-08-29 10:15:00,Event,Estimate,System,Estimate Created,,,,,,,,"Initial carrier estimate created for approximately $35,500. Current initial reserve is $30,500."
CLM00187,NOTE00008594,2025-08-29 11:05:00,Event,Third Party,System,Third Party Added,,,,,,,TP00049,General Contractor added to the claim: Coastal Build Group.
CLM00187,NOTE00008603,2025-08-30 16:05:00,Correspondence,Estimate,Claim Adjuster,,Email,Third Party,TP00039,Claim Adjuster,,Repair estimate,TP00039,Plumber submitted an estimate for repair work. File moved to scope comparison and pricing review.
CLM00187,NOTE00008616,2025-08-30 17:50:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00187,NOTE00008597,2025-09-04 15:20:00,Event,Third Party,System,Third Party Added,,,,,,,TP00097,Mold Remediation added to the claim: Atlantic Mold Solutions.
CLM00187,NOTE00008596,2025-09-06 08:10:00,Event,Third Party,System,Attorney Added,,,,,,,TP00009,Attorney added to the claim: Peninsula Insurance Law.
CLM00187,NOTE00008606,2025-09-06 12:10:00,Correspondence,Legal,Claims Manager,,Letter,Attorney,TP00009,Claims Manager,,Letter of representation,TP00009,Counsel submitted notice of representation and requested claim documentation and status information.
CLM00187,NOTE00008599,2025-09-09 10:50:00,Event,Third Party,System,Third Party Added,,,,,,,TP00095,HVAC Contractor added to the claim: Sunrise HVAC.
CLM00187,NOTE00008600,2025-09-09 16:40:00,Event,Third Party,System,Third Party Added,,,,,,,TP00086,Emergency Services Provider added to the claim: Rapid Response Property Services.
CLM00187,NOTE00008604,2025-09-11 13:00:00,Event,Coverage,System,Coverage Review Started,,,,,,,,"Coverage and documentation review initiated based on inspection findings, reported cause of loss and submitted records."
CLM00187,NOTE00008598,2025-09-13 13:40:00,Event,Third Party,System,Third Party Added,,,,,,,TP00060,Restoration Company added to the claim: Coastal Property Recovery.
CLM00187,NOTE00008605,2025-09-17 12:50:00,Note,Coverage,Senior Adjuster,,,,,,,,,"Policy provisions, inspection findings and submitted documentation reviewed. Outstanding items noted for follow-up."
CLM00187,NOTE00008615,2025-09-18 11:50:00,Note,Coverage,Senior Adjuster,,,,,,,,,Coverage review diary updated with outstanding documentation and causation items.
CLM00187,NOTE00008609,2025-09-19 09:05:00,Event,Estimate,System,Supplement Received,,,,,,,,Supplemental estimate or additional scope documentation received for review.
CLM00187,NOTE00008635,2025-09-20 09:40:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00187,NOTE00008613,2025-09-20 16:45:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00187,NOTE00008634,2025-09-26 17:45:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00187,NOTE00008630,2025-09-28 14:40:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00187,NOTE00008636,2025-09-28 17:30:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Third Party,,Claims Manager,,Claim status,,Status contact completed with the insured and next steps reviewed.
CLM00187,NOTE00008608,2025-09-30 11:05:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Claim payment/status update,,Claim status and payment calculation discussed with the policyholder. Questions regarding scope and documentation were addressed.
CLM00187,NOTE00008607,2025-09-30 12:20:00,Note,Payment,Claim Adjuster,,,,,,,,,"Payment position reviewed based on accepted scope, deductible and current estimate."
CLM00187,NOTE00008640,2025-10-01 13:15:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00187,NOTE00008632,2025-10-08 10:05:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00187,NOTE00008610,2025-10-11 16:00:00,Note,Estimate,Claim Adjuster,,,,,,,,,Scope differences remain unresolved after comparison of carrier and third-party estimates. File remains under active review.
CLM00187,NOTE00008641,2025-10-14 10:10:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00187,NOTE00008627,2025-10-25 17:15:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Third Party,,Claim Adjuster,,Estimate review,,Customer provided an update regarding payment status and remaining items.
